// 애니회수 - 0 : 무한 반복	
// 대사내용 - ""안에 대사 내용 입력, ""안에 " 금지, ; 는 줄 바꿈	
//대사번호	대사내용
//튜토리얼용 대사 스크립트 추가. 2009.07.01. By kaisa2(이채선)	
18847	"'쉐도우' 50마리만 잡아 '쉐도우 팬텀 부대원'에게 돌아오세요."
18848	"'아이스 퀸' 3마리만 잡아 '쉐도우 팬텀 부대원'에게 돌아오세요."
18849	"쉐도우 팬텀 부대의 의뢰를 맡아줄 사람을 '쉐도우 팬텀 부대원'이 찾고 있다고 합니다. 한번 '쉐도우 팬텀 부대원'을 찾아가 보세요."
18850	"'포이즌 쉐도우' 50마리만 잡아 '쉐도우 팬텀 부대원'에게 돌아오세요."
18851	"'괴수 우씨' 50마리만 잡아 '쉐도우 팬텀 부대원'에게 돌아오세요."
18852	"쉐도우 팬텀 부대의 의뢰를 맡아줄 사람을 '쉐도우 팬텀 부대원'이 찾고 있다고 합니다. 한번 '쉐도우 팬텀 부대원'을 찾아가 보세요."
18853	"'저주받은 법사' 50마리만 잡아 '쉐도우 팬텀 부대원'에게 돌아오세요."
18854	"'괴수우씨 대장' 50마리만 잡아 '쉐도우 팬텀 부대원'에게 돌아오세요."
18855	"쉐도우 팬텀 부대의 의뢰를 맡아줄 사람을 '쉐도우 팬텀 부대원'이 찾고 있다고 합니다. 한번 '쉐도우 팬텀 부대원'을 찾아가 보세요."
18856	"'데쓰 카우' 50마리만 잡아 '쉐도우 팬텀 부대원'에게 돌아오세요."
18857	"'쉐도우' 50마리만 잡아 '쉐도우 팬텀 부대원'에게 돌아오세요."
18858	"쉐도우 팬텀 부대의 의뢰를 맡아줄 사람을 '쉐도우 팬텀 부대원'이 찾고 있다고 합니다. 한번 '쉐도우 팬텀 부대원'을 찾아가 보세요."
18859	"'데빌' 50마리만 잡아 '쉐도우 팬텀 부대원'에게 돌아오세요."
18860	"'저주받은 법사' 50마리만 잡아 '쉐도우 팬텀 부대원'에게 돌아오세요."
18861	"쉐도우 팬텀 부대의 의뢰를 맡아줄 사람을 '쉐도우 팬텀 부대원'이 찾고 있다고 합니다. 한번 '쉐도우 팬텀 부대원'을 찾아가 보세요."
18862	"'데쓰나이트' 50마리만 잡아 '쉐도우 팬텀 부대원'에게 돌아오세요."
18863	"'데쓰 카우' 50마리만 잡아 '쉐도우 팬텀 부대원'에게 돌아오세요."
18864	"쉐도우 팬텀 부대의 의뢰를 맡아줄 사람을 '쉐도우 팬텀 부대원'이 찾고 있다고 합니다. 한번 '쉐도우 팬텀 부대원'을 찾아가 보세요."
18865	"'데쓰고르곤' 60마리만 잡아 '쉐도우 팬텀 부대원'에게 돌아오세요."
18866	"'데빌' 60마리만 잡아 '쉐도우 팬텀 부대원'에게 돌아오세요."
18867	"쉐도우 팬텀 부대의 의뢰를 맡아줄 사람을 '쉐도우 팬텀 부대원'이 찾고 있다고 합니다. 한번 '쉐도우 팬텀 부대원'을 찾아가 보세요."
18868	"'발록' 15마리만 잡아 '쉐도우 팬텀 부대원'에게 돌아오세요."
18869	"'데쓰나이트' 60마리만 잡아 '쉐도우 팬텀 부대원'에게 돌아오세요."
18870	"이카루스의 진입을 지속적으로 몬스터들이 방해한다고 합니다. '쉐도우 팬텀 부대원'을 찾아가 보세요."
18871	"'발록' 15마리만 잡아 '쉐도우 팬텀 부대원'에게 돌아오세요."
18872	"'데쓰나이트' 60마리만 잡아 '쉐도우 팬텀 부대원'에게 돌아오세요."
18873	"쉐도우 팬텀 부대의 의뢰를 맡아줄 사람을 '쉐도우 팬텀 부대원'이 찾고 있다고 합니다. 한번 '쉐도우 팬텀 부대원'을 찾아가 보세요."
18874	"'뮤턴트' 60마리만 잡아 '쉐도우 팬텀 부대원'에게 돌아오세요."
18875	"다시 몬스터들이 부대를 급습하는 사건이 발생하였습니다. '쉐도우 팬텀 부대원'을 찾아가 보세요."
18876	"'뮤턴트' 60마리만 잡아 '쉐도우 팬텀 부대원'에게 돌아오세요."
18877	"쉐도우 팬텀 부대의 의뢰를 맡아줄 사람을 '쉐도우 팬텀 부대원'이 찾고 있다고 합니다. 한번 '쉐도우 팬텀 부대원'을 찾아가 보세요."
18878	"'블러디울프' 60마리만 잡아 '쉐도우 팬텀 부대원'에게 돌아오세요."
18879	"다시 몬스터들이 부대를 급습하는 사건이 발생하였습니다. '쉐도우 팬텀 부대원'을 찾아가 보세요."
18880	"'블러디울프' 60마리만 잡아 '쉐도우 팬텀 부대원'에게 돌아오세요."
18881	"쉐도우 팬텀 부대의 의뢰를 맡아줄 사람을 '쉐도우 팬텀 부대원'이 찾고 있다고 합니다. 한번 '쉐도우 팬텀 부대원'을 찾아가 보세요."
18882	"'아이언휠' 60마리만 잡아 '쉐도우 팬텀 부대원'에게 돌아오세요."
18883	"다시 몬스터들이 부대를 급습하는 사건이 발생하였습니다. '쉐도우 팬텀 부대원'을 찾아가 보세요."
18884	"'아이언휠' 60마리만 잡아 '쉐도우 팬텀 부대원'에게 돌아오세요."
18885	"쉐도우 팬텀 부대의 의뢰를 맡아줄 사람을 '쉐도우 팬텀 부대원'이 찾고 있다고 합니다. 한번 '쉐도우 팬텀 부대원'을 찾아가 보세요."
18886	"'알카모스' 80마리만 잡아 '쉐도우 팬텀 부대원'에게 돌아오세요."
18887	"다시 몬스터들이 부대를 급습하는 사건이 발생하였습니다. '쉐도우 팬텀 부대원'을 찾아가 보세요."
18888	"'알카모스' 80마리만 잡아 '쉐도우 팬텀 부대원'에게 돌아오세요."
18889	"쉐도우 팬텀 부대의 의뢰를 맡아줄 사람을 '쉐도우 팬텀 부대원'이 찾고 있다고 합니다. 한번 '쉐도우 팬텀 부대원'을 찾아가 보세요."
18890	"'메가 크러스트' 80마리만 잡아 '쉐도우 팬텀 부대원'에게 돌아오세요."
18891	"다시 몬스터들이 안전지대를 위협하는 사건이 발생하였습니다. '쉐도우 팬텀 부대원'을 찾아가 보세요."
18892	"'메가 크러스트' 80마리만 잡아 '쉐도우 팬텀 부대원'에게 돌아오세요."
18893	"쉐도우 팬텀 부대의 의뢰를 맡아줄 사람을 '쉐도우 팬텀 부대원'이 찾고 있다고 합니다. 한번 '쉐도우 팬텀 부대원'을 찾아가 보세요."
18894	"'퀸 레이너' 80마리만 잡아 '쉐도우 팬텀 부대원'에게 돌아오세요."
18895	"다시 몬스터들이 부대를 급습하는 사건이 발생하였습니다. '쉐도우 팬텀 부대원'을 찾아가 보세요."
18896	"'퀸 레이너' 80마리만 잡아 '쉐도우 팬텀 부대원'에게 돌아오세요."
18901	"거미 사냥!"
18902	"마을의 약탈자 처리!"
18903	"약탈자들의 두목 처리!"
18904	"데비아스의 몬스터 보급로!"
18905	"보급 부대 급습!"
18906	"내륙의 보급로!"
18907	"던전 청소!"
18908	"엘베란드 장로의 부탁!"
18909	"던전의 상황 파악(1)"
18910	"던전의 상황 파악(2)"
18911	"던전의 상황 파악(3)"
18912	"던전의 상황 파악(4)"
18913	"던전의 상황 파악(5)"
18914	"던전의 상황 파악(6)"
18915	"계속되는 도움 요청(1)"
18916	"계속되는 도움 요청(2)"
18917	"계속되는 도움 요청(3)"
18918	"계속되는 도움 요청(4)"
18919	"계속되는 결계 공략(1)"
18920	"계속되는 결계 공략(2)"
18921	"계속되는 결계 공략(3)"
18922	"이카루스 진입로 확보"
18923	"척후 부대의 개척(1)"
18924	"척후 부대의 개척(2)"
18925	"척후 부대의 개척(3)"
18926	"천공성으로 진출(1)"
18927	"천공성으로 진출(2)"
18928	"천공성으로 진출(3)"
